ID_MATRICULA;DT_NASCIMENTO;ESTADO_CIVIL;SEXO;DEFICIENCIA;COR_ETNIA;CIDADE_ORIGEM;CODIGO_CURSO;VERSAO_CURSO;DT_INGRESSO;FORMA_INGRESSO;MODALIDADE_INGRESSO;ANO_INGRESSO;PERIODO_INGRESSO;FORMA_EVASAO;DATA_EVASAO;DT_CONCLUSAO
722;16/01/1996;Solteiro(a);M;Não possui deficiência;Parda;Ituiutaba;115728BN;2016-1;14/04/2014;Processo Seletivo: SISU;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2014;1° Semestre;Aluno com Vínculo;;
723;20/07/1995;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;14/04/2014;Processo Seletivo: PAAES;Não se aplica;2014;1° Semestre;Formado;18/12/2018;18/12/2018
724;05/06/1996;Solteiro(a);F;Não possui deficiência;Branca;Ituiutaba;1452BI;2012-1;14/04/2014;Processo Seletivo: PAAES;Não se aplica;2014;1° Semestre;Abandono;15/02/2019;
725;01/04/1990;Solteiro(a);M;Não possui deficiência;Parda;Ituiutaba;115728BN;2016-1;30/09/2013;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2013;2° Semestre;Aluno com Vínculo;;
726;28/08/1993;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;115728BN;2009-1;23/09/2014;Processo Seletivo: Transferência Interna;Não se aplica;2014;2° Semestre;Formado;17/02/2017;17/02/2017
727;01/09/1997;Solteiro(a);M;Não possui deficiência;Parda;Ituiutaba;1452BI;2012-1;03/03/2015;Processo Seletivo: SISU;Modalidade 4 - Escola Pública/independente de renda;2015;1° Semestre;Desistente Oficial;01/02/2016;
728;23/07/1991;Estado Civil;M;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;04/11/2014;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2014;2° Semestre;Aluno com Vínculo;;
729;08/08/1997;Solteiro(a);M;Não possui deficiência;Parda;Ituiutaba;1452BI;2012-1;19/09/2014;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2014;2° Semestre;Formado;13/07/2019;13/07/2019
730;09/03/1996;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;17/03/2015;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2015;1° Semestre;Formado;13/07/2019;13/07/2019
731;01/04/1998;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Desistente Oficial;03/03/2017;
732;28/11/1977;Casado(a);F;Não possui deficiência;Parda;Ituiutaba;115728BN;2016-1;06/03/2015;Processo Seletivo: Port. Dipl. Curso Sup;Não se aplica;2015;1° Semestre;Abandono;;
733;12/01/1995;Solteiro(a);M;Não possui deficiência;Parda;Ituiutaba;115728BN;2016-1;03/03/2015;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2015;1° Semestre;Desistente Oficial;07/03/2016;
734;20/05/1998;Solteiro(a);F;Não possui deficiência;Parda;Ituiutaba;1137717BI;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Formado;21/06/2021;21/06/2021
735;04/05/1996;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
736;06/08/1996;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;1452BI;2012-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Formado;02/04/2022;02/04/2022
737;27/02/1995;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;2° Semestre;Aluno com Vínculo;;
738;30/06/1994;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;1137717BI;2016-1;08/09/2016;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2016;2° Semestre;Aluno com Vínculo;;
739;13/06/2000;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;07/03/2018;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2018;1° Semestre;Aluno com Vínculo;;
740;24/01/1998;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;1452BI;2012-1;19/07/2016;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2016;2° Semestre;Transferência Interna;;
741;03/08/1998;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;1452BI;2012-1;19/07/2016;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2016;2° Semestre;Aluno com Vínculo;;
742;16/12/1993;Outros;M;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;08/03/2016;Processo Seletivo: SISU;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2016;1° Semestre;Aluno com Vínculo;;
743;27/02/1999;Solteiro(a);M;;Branca;Ituiutaba;115728BN;2016-1;11/08/2017;Processo Seletivo: Vestibular;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2017;2° Semestre;Aluno com Vínculo;;
744;03/01/1994;Solteiro(a);F;Não possui deficiência;Parda;Ituiutaba;1137717BI;2016-1;11/08/2017;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2017;2° Semestre;Aluno com Vínculo;;
745;10/11/1989;Solteiro(a);F;Não possui deficiência;Parda;Ituiutaba;1137717BI;2016-1;05/04/2017;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2017;1° Semestre;Abandono;29/11/2021;
746;24/12/1998;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;1452BI;2012-1;01/03/2019;Processo Seletivo: Transferência Facultativa;Não se aplica;2019;1° Semestre;Aluno com Vínculo;;
747;21/05/1996;Solteiro(a);F;Não possui deficiência;Parda;Ituiutaba;1452BI;2012-1;01/03/2019;Processo Seletivo: Transferência Facultativa;Não se aplica;2019;1° Semestre;Aluno com Vínculo;;
748;12/06/1997;Solteiro(a);M;Não possui deficiência;Preta/Negra;Ituiutaba;115728BN;2016-1;01/03/2019;Processo Seletivo: SISU;Modalidade L6 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2019;1° Semestre;Aluno com Vínculo;;
749;16/10/2000;Solteiro(a);M;;Parda;Ituiutaba;115728BN;2016-1;01/03/2019;Processo Seletivo: SISU;Modalidade L5 - Escola Pública/independente de renda;2019;1° Semestre;Aluno com Vínculo;;
750;06/10/1992;Solteiro(a);M;Não possui deficiência;Parda;Ituiutaba;115728BN;2016-1;22/08/2018;Processo Seletivo: Vestibular;Modalidade L5 - Escola Pública/independente de renda;2018;2° Semestre;Desistente Oficial;02/08/2019;
751;02/07/1998;Solteiro(a);F;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade L1 - Escola Pública/até 1,5 Salário Mínimo;2019;2° Semestre;Desistente Oficial;12/11/2021;
752;29/05/1997;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;115728BN;2016-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade L1 - Escola Pública/até 1,5 Salário Mínimo;2019;2° Semestre;Aluno com Vínculo;;
753;21/06/1998;Solteiro(a);M;Não possui deficiência;Branca;Ituiutaba;1452BI;2012-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade L1 - Escola Pública/até 1,5 Salário Mínimo;2019;2° Semestre;Aluno com Vínculo;;
754;22/02/2001;Solteiro(a);F;;Branca;Ituiutaba;1452BI;2012-1;19/08/2019;Processo Seletivo: Vestibular;Modalidade L5 - Escola Pública/independente de renda;2019;2° Semestre;Aluno com Vínculo;;
755;19/10/2000;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;1452BI;2012-1;08/08/2018;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2018;2° Semestre;Aluno com Vínculo;;
756;09/08/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Itumbiara;1452BI;1097A;06/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Desistente Oficial;28/07/2010;
757;12/07/1991;Solteiro(a);M;Não possui deficiência;Não declarada;Itumbiara;115728BN;2009-1;02/03/2009;Processo Seletivo: PAIES;Não se aplica;2009;1° Semestre;Abandono;13/02/2015;
758;24/02/1992;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;115728BN;2009-1;02/03/2009;Processo Seletivo: PAIES;Não se aplica;2009;1° Semestre;Formado;02/10/2013;02/10/2013
759;19/10/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Itumbiara;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;15/07/2014;15/07/2014
760;14/08/1989;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;11/12/2012;11/12/2012
761;18/01/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Itumbiara;1452BI;1097A;09/04/2007;Processo Seletivo: PAIES;Não se aplica;2007;1° Semestre;Formado;18/04/2013;18/04/2013
762;23/02/1986;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;115728BN;2009-1;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Jubilamento;28/02/2014;
763;26/10/1992;Estado Civil;M;Não possui deficiência;Não declarada;Itumbiara;1452BI;1097A;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Formado;13/02/2015;13/02/2015
764;03/08/1989;Solteiro(a);M;Não possui deficiência;Parda;Itumbiara;1452BI;1097A;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Desligamento;14/02/2017;
765;07/04/1991;Solteiro(a);M;Não possui deficiência;Não declarada;Itumbiara;1452BI;2010-2;02/03/2009;Processo Seletivo: Vestibular;Não se aplica;2009;1° Semestre;Jubilamento;26/03/2014;
766;13/10/1989;Solteiro(a);M;Não possui deficiência;Preta/Negra;Itumbiara;1452BI;1097A;24/02/2010;Processo Seletivo: Transferência;Não se aplica;2010;1° Semestre;Formado;02/07/2016;02/07/2016
767;09/08/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Itumbiara;1452BI;2010-2;09/08/2010;Processo Seletivo: Vestibular;Não se aplica;2010;2° Semestre;Jubilamento;28/02/2015;
768;19/10/1992;Solteiro(a);M;Não possui deficiência;Preta/Negra;Itumbiara;115728BN;2016-1;08/08/2011;Processo Seletivo: Vestibular;Não se aplica;2011;2° Semestre;Jubilamento;;
769;29/04/1988;Solteiro(a);M;Não possui deficiência;Preta/Negra;Itumbiara;115728BN;2009-1;08/08/2011;Processo Seletivo: Vestibular;Não se aplica;2011;2° Semestre;Jubilamento;06/03/2014;
770;07/04/1991;Solteiro(a);M;Não possui deficiência;Não declarada;Itumbiara;115728BN;2016-1;19/09/2014;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2014;2° Semestre;Abandono;29/11/2021;
771;02/08/1994;Solteiro(a);F;Não possui deficiência;Branca;Itumbiara;115728BN;2016-1;14/04/2014;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2014;1° Semestre;Transferência Interna;;
772;17/03/1997;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;1137717BI;2016-1;29/08/2016;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2016;2° Semestre;Desistente Oficial;28/07/2017;
773;10/08/1995;Solteiro(a);M;Não possui deficiência;Preta/Negra;Itumbiara;115728BN;2016-1;22/03/2018;Processo Seletivo: SISU;Modalidade L6 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2018;1° Semestre;Aluno com Vínculo;;
774;29/03/2000;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;1452BI;2012-1;08/08/2018;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2018;2° Semestre;Aluno com Vínculo;;
775;17/03/1997;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;115728BN;2016-1;11/08/2017;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2017;2° Semestre;Aluno com Vínculo;;
776;14/12/1994;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;115728BN;2016-1;01/03/2019;Processo Seletivo: Transferência Facultativa;Não se aplica;2019;1° Semestre;Aluno com Vínculo;;
777;24/05/1992;Solteiro(a);M;Não possui deficiência;Branca;Itumbiara;115728BN;2016-1;01/03/2019;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2019;1° Semestre;Aluno com Vínculo;;
778;21/11/1991;Estado Civil;F;Não possui deficiência;Branca;Iturama;1452BI;1097A;01/03/2010;Processo Seletivo: PAIES;Não se aplica;2010;1° Semestre;Formado;25/07/2014;25/07/2014
779;17/05/1999;Solteiro(a);M;Não possui deficiência;Branca;Ituverava;1452BI;2012-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2019;2° Semestre;Aluno com Vínculo;;
780;04/11/1993;Casado(a);M;Não possui deficiência;Branca;Ituverava;1452BI;2012-1;20/05/2013;Processo Seletivo: SISU;Modalidade 4 - Escola Pública/independente de renda;2013;1° Semestre;Formado;13/07/2019;13/07/2019
781;20/01/1995;Solteiro(a);M;Não possui deficiência;Branca;Ituverava;1452BI;2012-1;19/09/2014;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2014;2° Semestre;Aluno com Vínculo;;
782;17/11/1988;Solteiro(a);M;Não possui deficiência;Branca;Ituverava;115728BN;2016-1;03/03/2015;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2015;1° Semestre;Formado;15/07/2019;15/07/2019
783;17/11/1988;Solteiro(a);M;Não possui deficiência;Branca;Ituverava;115728BN;2009-1;23/09/2014;Processo Seletivo: Transferência Interna;Não se aplica;2014;2° Semestre;Desistente Oficial;;
784;19/08/1997;Solteiro(a);M;Não possui deficiência;Branca;Ituverava;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Desistente Oficial;27/07/2017;
785;21/10/1994;Solteiro(a);F;;Branca;Ituverava;1452BI;2012-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Formado;20/08/2022;20/08/2022
786;17/03/1999;Solteiro(a);M;Não possui deficiência;Parda;Ituverava;115728BN;2016-1;11/08/2017;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2017;2° Semestre;Aluno com Vínculo;;
787;22/06/1992;Casado(a);M;;Branca;Ituverava;115728BN;2016-1;04/09/2018;Processo Seletivo: Vestibular;Modalidade L5 - Escola Pública/independente de renda;2018;2° Semestre;Aluno com Vínculo;;
788;06/11/1999;Solteiro(a);M;Não possui deficiência;Branca;Ituverava;1137717BI;2016-1;08/08/2019;Processo Seletivo: Vestibular;Modalidade L5 - Escola Pública/independente de renda;2019;2° Semestre;Aluno com Vínculo;;
789;18/05/1999;Solteiro(a);M;;Preta/Negra;Jaboticabal;1137717BI;2016-1;12/08/2019;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2019;2° Semestre;Aluno com Vínculo;;
790;17/04/1992;Solteiro(a);M;Não possui deficiência;Branca;Jaboticabal;1452BI;2010-2;08/08/2011;Processo Seletivo: Vestibular;Não se aplica;2011;2° Semestre;Desistente Oficial;19/01/2014;
791;10/12/1994;Solteiro(a);M;Não possui deficiência;Branca;Jaboticabal;1452BI;2012-1;20/05/2013;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2013;1° Semestre;Formado;19/12/2019;19/12/2019
792;24/04/2000;Solteiro(a);M;Não possui deficiência;Branca;Jaboticabal;1452BI;2012-1;10/09/2018;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2018;2° Semestre;Aluno com Vínculo;;
793;26/10/1994;Solteiro(a);M;Não possui deficiência;Branca;Jales;115728BN;2016-1;05/03/2018;Processo Seletivo: SISU;Modalidade L1 - Escola Pública/até 1,5 Salário Mínimo;2018;1° Semestre;Desistente Oficial;16/03/2022;
794;03/06/1991;Solteiro(a);M;Não possui deficiência;Branca;Jales;1452BI;1097A;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Formado;25/10/2013;25/10/2013
795;14/02/1991;Solteiro(a);M;Não possui deficiência;Branca;Jales;1452BI;1097A;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Formado;19/05/2014;19/05/2014
796;10/12/1991;Solteiro(a);M;Não possui deficiência;Branca;Jales;1452BI;2012-1;09/08/2010;Processo Seletivo: Vestibular;Não se aplica;2010;2° Semestre;Formado;07/01/2016;07/01/2016
797;01/05/1990;Solteiro(a);M;;Preta/Negra;Janaúba;115728BN;2016-1;19/07/2016;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2016;2° Semestre;Abandono;15/02/2019;
798;15/11/1983;Solteiro(a);M;Não possui deficiência;Parda;Janaúba;115728BN;2009-1;02/03/2009;Processo Seletivo: Vestibular;Não se aplica;2009;1° Semestre;Desistente Oficial;10/02/2012;
799;30/08/1981;Casado(a);M;Não possui deficiência;Parda;Janaúba;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;1° Semestre;Abandono;15/02/2019;
800;28/04/1998;Solteiro(a);M;Não possui deficiência;Branca;Januária;1452BI;2012-1;07/03/2018;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2018;1° Semestre;Aluno com Vínculo;;
801;11/05/1996;Solteiro(a);M;;Branca;Japurá;115728BN;2016-1;14/04/2014;Processo Seletivo: PAAES;Não se aplica;2014;1° Semestre;Formado;10/10/2020;10/10/2020
802;26/12/1998;Solteiro(a);M;Não possui deficiência;Branca;Jataí;1452BI;2012-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2019;2° Semestre;Aluno com Vínculo;;
803;02/08/1987;Solteiro(a);M;Não possui deficiência;Parda;Jataí;115728BN;2009-1;09/08/2010;Processo Seletivo: Vestibular;Não se aplica;2010;2° Semestre;Desistente Oficial;26/01/2012;
804;24/12/1988;Solteiro(a);M;Não possui deficiência;Parda;Jataí;115728BN;2016-1;20/05/2013;Processo Seletivo: Transferência;Não se aplica;2013;1° Semestre;Jubilamento;;
805;02/08/1987;Solteiro(a);M;Não possui deficiência;Parda;Jataí;115728BN;2009-1;27/02/2012;Processo Seletivo: SISU;Não se aplica;2012;1° Semestre;Jubilamento;27/03/2014;
806;02/08/1987;Solteiro(a);M;Não possui deficiência;Parda;Jataí;115728BN;2016-1;03/03/2015;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2015;1° Semestre;Abandono;15/02/2019;
807;08/01/1993;Solteiro(a);M;Não possui deficiência;Não declarada;Jataí;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Desistente Oficial;25/07/2018;
808;03/08/1995;Solteiro(a);M;Não possui deficiência;Branca;Jataí;1452BI;2012-1;26/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Formado;21/12/2019;21/12/2019
809;08/01/1993;Solteiro(a);M;Não possui deficiência;Não declarada;Jataí;1452BI;2012-1;10/08/2018;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2018;2° Semestre;Aluno com Vínculo;;
810;11/01/1997;Solteiro(a);M;Não possui deficiência;Não declarada;Jataí;1452BI;2012-1;22/03/2018;Processo Seletivo: Transferência Facultativa;Não se aplica;2018;1° Semestre;Aluno com Vínculo;;
811;15/04/2000;Solteiro(a);M;;Amarela;Jacareí;1452BI;2012-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2019;2° Semestre;Aluno com Vínculo;;
812;13/07/1994;Solteiro(a);F;Não possui deficiência;Preta/Negra;JANIOPOLIS;1137717BI;2016-1;26/11/2012;Processo Seletivo: Vestibular;Não se aplica;2012;2° Semestre;Jubilamento;;
813;16/06/1995;Solteiro(a);M;Não possui deficiência;Parda;Jequitaí;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2015;2° Semestre;Desistente Oficial;03/08/2018;
814;16/06/1995;Solteiro(a);M;Não possui deficiência;Parda;Jequitaí;1137717BI;2014-1;14/04/2014;Processo Seletivo: PAAES;Não se aplica;2014;1° Semestre;Desistente Oficial;27/07/2015;
815;13/08/1992;Solteiro(a);M;Não possui deficiência;Não declarada;João Monlevade;1452BI;2010-2;08/08/2011;Processo Seletivo: Vestibular;Não se aplica;2011;2° Semestre;Abandono;13/02/2015;
816;06/11/2000;Solteiro(a);M;;Branca;João Pinheiro;115728BN;2016-1;01/03/2019;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2019;1° Semestre;Aluno com Vínculo;;
817;02/02/1982;Solteiro(a);M;Não possui deficiência;Parda;João Pinheiro;1452BI;1097A;01/02/2002;Processo Seletivo: Vestibular;Não se aplica;2002;1° Semestre;Jubilamento;21/07/2009;
818;02/02/1982;Solteiro(a);M;Não possui deficiência;Parda;João Pinheiro;1452BI;1097A;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Desistente Oficial;26/09/2011;
819;21/02/1992;Solteiro(a);M;Não possui deficiência;Parda;João Pinheiro;1452BI;2010-2;01/03/2010;Processo Seletivo: PAIES;Não se aplica;2010;1° Semestre;Desistente Oficial;01/02/2012;
820;07/11/1994;Solteiro(a);M;Não possui deficiência;Preta/Negra;João Pinheiro;115728BN;2016-1;20/05/2013;Processo Seletivo: PAAES;Não se aplica;2013;1° Semestre;Formado;30/12/2019;30/12/2019
821;10/01/1994;Solteiro(a);M;Não possui deficiência;Parda;João Pessoa;1452BI;2012-1;26/11/2012;Processo Seletivo: Vestibular;Não se aplica;2012;2° Semestre;Desistente Oficial;14/01/2014;
